comment,language,confidence,likes,author,published_at,sentiment,sentiment_confidence
No shade but ts beyond a$$,es,13,1,@quinfable5858,2025-10-04T04:48:12Z,negative,0.4847218096256256
alguien de México???,es,19,1,@Kelly-t7u4v,2025-10-04T04:36:34Z,neutral,0.8264243602752686
"Blackpink iré a vuestro concierto este 2025 estoy muy emocionada ,soy vuestra faaaaaan❤❤🎉🎉🎉",es,18,0,@FranciscoJavierHidalgoSegura,2025-10-03T19:10:43Z,positive,0.8938086628913879
Blackpink es el grupo máa hermoso del k-pop,es,41,1,@LizbethNahomiLopezHerrera,2025-10-03T16:32:31Z,positive,0.8568823337554932
❤😂🎉Timothée Hal Chalamet 27.12.1995-Kylie Kristen Jenner 10.08.1997-Timothée Hal Chalamet 27.12.1995-Jaydee Washington 28.07.1984-Timothée Hal Chalamet 27.12.1995-Kylie Kristen Jenner 10.08.1997-Timothée Hal Chalamet 27.12.1995-Jaydee Washington 28.07.1984-Timothée Hal Chalamet 27.12.1995-Kylie Kristen Jenner 10.08.1997-Timothée Hal Chalamet 27.12.1995❤😂🎉,es,60,1,@Maxa-sv7xu,2025-10-03T15:26:47Z,neutral,0.5379968285560608
YA CASI!! 100M de blinks en todo Youtube,es,22,0,@Sofia-j6u6d,2025-10-03T13:27:26Z,neutral,0.5300877094268799
sin dudas es el mejor tema de black Pink felicitaciones al grupo de kpop más grande del mundo ❤,es,59,0,@FernandoGill-r2n,2025-10-03T13:15:42Z,positive,0.9226819276809692
Primera cancion en la que sale Jisoo en la portada😍,es,39,0,@AishaM-n8l,2025-10-03T13:09:02Z,positive,0.8333893418312073
Ya quiero q salga el álbum ya,es,19,2,@FernandaAnchahua,2025-10-03T05:46:04Z,neutral,0.5764144062995911
TEK TÜRK BEN MİYİMM,es,14,1,@JENNİEfan-897,2025-10-03T05:33:40Z,negative,0.7392354011535645
la de camiseta gris es de la canción apt,es,55,3,@cesarrenteria3971,2025-10-03T03:13:22Z,neutral,0.7227835059165955
Pa cuando 6M de likes?,es,13,2,@HombreBlink,2025-10-03T00:31:56Z,neutral,0.4997429847717285
BLACKPINCK TE AMO CON TODA MI VIDAAAA SALUDOS DESDE ARGENTINA🗣🔥🔥💗💗,es,26,2,@AlejandraAballay-g5n,2025-10-02T21:51:32Z,positive,0.7646834254264832
STREAM A LIKE JENNIE EN SPOTIFY PARA QUE SEA LA CANCIÓN DE K-POP CON MÁS REPRODUCCIONES EN 2025❗️❗️❗️,es,77,3,@juliriveravofc,2025-10-02T21:03:02Z,neutral,0.5180246829986572
sonunda blackpınk  döndüüüü  uaaaaaaaaaaaa,es,40,6,@ÖyküGeçer-e6z,2025-10-02T19:38:48Z,positive,0.48568254709243774
Videoklip se mi nelíbí ale jako ta písnička ujde,es,38,1,@vikikralova2060,2025-10-02T07:58:05Z,negative,0.5227688550949097
y está kakotamalhecha,es,14,1,@cesarperez9037,2025-10-02T05:31:43Z,negative,0.430069237947464
Naa no me digas que esto es blak pinck me da bomito por la cancionbdisculpen pero pence que era mejor xd😅,es,65,1,@AngeladrielRuizsedeño,2025-10-02T05:17:34Z,negative,0.45396333932876587
Blackpink es el mejor grupo del k-pop y hace buena música❤❤❤❤😊😊😊🎉🎉,es,45,2,@LizbethNahomiLopezHerrera,2025-10-02T03:08:07Z,positive,0.9228352308273315
Dios mío! Buenísimo! 😍😍😍 Viva Venezuela!,es,20,3,@LeahValentina618,2025-10-01T20:18:02Z,positive,0.9355948567390442
"JISOO REPRESENTA LA MARIPOSA MONARCA, EL CONTROL DE LA MENTE 0:10


LA MUJER ASIÁTICA REPRESENTA A LOS FANS SIENDO CONTROLADOS MENTALMENTE 0:36


LAS PERSONAS REPRESENTAN A LOS FANS SIENDO CONTROLADOS MENTALMENTE 
0:44

LAS LINEAS ROSAS REPRESENTAN EL HILO QUE CONECTA CON SUS FANS PARA CONTROLARLOS  0:57


ESAS PERSONAS SON LOS FANS SIENDO MANIPULADOS MENTALMENTE POR BLACKPINK 1:00


ESAS PERSONAS SON LOS FANS YA CONTROLADOS MENTALMENTE ALABANDO A BLACKPINK  1:25 


JENNIE HACE UN MOVIMIENTO Y TÚ COMO SU MARIONETA HACES LO MISMO QUE ELLA  1:31


2:00 TÚ SIENDO MANIPULADO MENTALMENTE COMO EL TÍTERE QUE ERES 🫵🏻



USTEDES CONTROLADOS COMPLETAMENTE 2:55",es,184,2,@minji-l3b,2025-10-01T17:17:32Z,negative,0.4188372492790222
J'ai vu à la radio sur fun radio et nrj hits à la télé les blackpink ! ❤❤❤❤❤❤,es,38,0,@charlesderret2010,2025-10-01T14:56:48Z,positive,0.8647049069404602
Jump es de lo mejo,es,22,3,@Slaminnie,2025-10-01T04:03:20Z,positive,0.5657719373703003
Es tan adictiva que la escucho todo el día,es,55,3,@Slaminnie,2025-10-01T04:01:38Z,positive,0.8700480461120605
No puedo parar de escucharla,es,18,4,@AnaLopez-l9u,2025-10-01T03:54:31Z,positive,0.49969005584716797
Con esta canción ya hay una fan más de blakpink ❤❤❤❤,es,51,5,@AnaLopez-l9u,2025-10-01T03:53:55Z,positive,0.8906919360160828
Algún once aquí apoyando a nuestras hermanas blinks?🍭🖤🩷,es,24,12,@FernandaYocelinGarciaHernandez,2025-10-01T02:21:13Z,neutral,0.5679493546485901
Blackpink hiso la mejor canción del mundo jump,es,32,2,@LizbethNahomiLopezHerrera,2025-10-01T01:08:14Z,positive,0.8730992078781128
Jump es mi favorita❤,es,13,2,@LourdesMorales-y5h,2025-09-30T22:36:54Z,positive,0.8957604765892029
TE AMO BP,es,13,0,@mariteran-n6f,2025-09-30T03:35:10Z,positive,0.8796727061271667
TE AMO BP,es,13,0,@mariteran-n6f,2025-09-30T03:35:04Z,positive,0.8796727061271667
TE AMO BP,es,13,0,@mariteran-n6f,2025-09-30T03:33:07Z,positive,0.8796727061271667
{TE AMO BP,es,13,0,@mariteran-n6f,2025-09-30T03:32:50Z,positive,0.8573649525642395
TE AMO BLINK,es,13,0,@mariteran-n6f,2025-09-30T03:32:43Z,positive,0.8490709066390991
TE AMO,es,13,0,@mariteran-n6f,2025-09-30T03:32:24Z,positive,0.8463461399078369
"El remix de ""Doctor P & Flux Pavilion"" es mejor",es,31,0,@Fiako_01,2025-09-30T02:41:34Z,positive,0.5077235102653503
Que linda jisu,es,13,0,@marielavl96,2025-09-29T20:46:51Z,positive,0.8793222904205322
Que saudade de um MV 😢 amei,es,18,2,@belbelbel777,2025-09-29T19:29:01Z,negative,0.570859432220459
Teamo Jo yuri ❤❤❤❤❤❤ teamo disde el cielo ya vi la series cuando moriste  llorre,es,22,1,@AitanaMadrigal-my4ty,2025-09-29T16:59:48Z,positive,0.6032407283782959
"Me encanta, es súper pegadiza.",es,23,1,@lauraben852,2025-09-29T10:50:27Z,positive,0.9302995800971985
"La cancion es buena en el estribillo pero desafina en algunas partes cuando canta cada una y si ves el album completo no es bueno. Jenny me gusta no es una voz aburrida y otra chica de pelo negro no jiso.
La canción es ranchera y de los 2000 canciones irientes para quienes les duele el recordar esos años.",es,204,0,@cristoesdios5132,2025-09-29T06:01:49Z,negative,0.9397754669189453
qué es esta mierda,es,28,2,@yeikigold,2025-09-29T03:44:13Z,negative,0.9426833987236023
Es la mejor cación de Blackpink,es,41,2,@LizbethNahomiLopezHerrera,2025-09-29T01:09:39Z,positive,0.9184802770614624
Me encanta blakpink mi 2 banda de kpop favorita las amo,es,26,6,@FerminaSaltos,2025-09-28T23:58:40Z,positive,0.900241494178772
Amo sus canciones tengo un tarjetero completa de fotos de ustedes 😆😆😆,es,31,4,@yuifelunina,2025-09-28T23:24:52Z,positive,0.8703705668449402
Muy perturbador el vídeo 😢,es,23,0,@djsnowker,2025-09-28T20:57:58Z,negative,0.9272253513336182
Sou a a única aqui?😅amo essa musica as rainhas arrasam❤te amooooo blackpink,es,31,8,@joceliamedeiros9675,2025-09-28T18:16:34Z,positive,0.9019250273704529
Amo a mis niñas ❣️,es,23,1,@szlsf,2025-09-28T14:33:42Z,positive,0.9204915761947632
QUE CANCIÓN TAN PERFECTA 💗,es,19,0,@szlsf,2025-09-28T14:33:18Z,positive,0.9374774098396301
"Blackpink in your area😆😗hermosas,las amo yo las escucho desde 2018 no me arrepiento son las mejores,jamas pense q me iba a encariñar tanto,no me arrepiento las escucho desde hace un monton y cada año se llevan mi corazon,lisa jennie rouse jisoo,mis amores son mi infancia seran mi juventud y mi vejez,pq aunk ya no esten mas juntas como antes siempre sere una blink pq por miles años q pasen el amor hacia ustedes crece mas y no disminuye,y cada una tiene mi corazon,me hacen feliz sus canciones son hermosas,y no me arrepentire de ser blink forever,denle like las verdaderas blinks de corazon 😭😘",es,222,2,@MariaMorales-su6xf,2025-09-28T11:24:44Z,positive,0.743658721446991
En cuanto pongan concierto para Málaga estoy comprando entrada 🇪🇦,es,23,0,@Jd7barrera,2025-09-28T11:11:51Z,neutral,0.7919964790344238
Sizin şarkılarınızı çok güzel türküm ve size hayranım umarım yeni şarkı gelir,es,30,1,@DilekYazıcı-z2z,2025-09-28T09:00:09Z,positive,0.9237597584724426
Lisaaaaaaaaaaaaaaa!!!!¡!!!!!!!¡!!!!!!!!! I loveeeeeeee lisaaaaa AND jeniee ❤❤❤❤❤❤❤,es,20,0,@AngiParis,2025-09-28T07:32:34Z,positive,0.8603659868240356
"quem estiver assistindo e for brasileira, me de um sinal",es,13,0,@Klara_Gamer10,2025-09-28T04:56:45Z,neutral,0.6702132821083069
Y además hermosas🎉,es,14,0,@NovaliFalcon,2025-09-28T03:36:16Z,positive,0.9335516691207886
Ahora entiendo el meme de la bailarina de la canción,es,55,0,@yanetcyramos8698,2025-09-27T21:58:53Z,neutral,0.7289528846740723
BLACKPINK el mejor grupo de k-pop,es,22,1,@morababouzid1185,2025-09-27T21:56:10Z,positive,0.8882213830947876
Amoooo está canción,es,20,0,@WonisitaStar,2025-09-27T13:00:12Z,positive,0.9184265732765198
No me lo creo es un tamaño viva blackpink,es,40,0,@TIZI-d1y,2025-09-27T11:58:42Z,negative,0.8269442319869995
ALBÜM İSTİYORUZ YG BİZE ALBÜM VER LÜTFENNNN,es,30,0,@rosechella_1,2025-09-27T11:06:07Z,negative,0.3744860887527466
"Despues de años volvieron las REINAS, nunca le eh sido tan fiel a alguien como a ellas",es,31,3,@MailyReyesOjeda,2025-09-27T01:35:15Z,positive,0.7183398604393005
Hay alguien aquí wuju🎉,es,14,1,@alanque8449,2025-09-26T22:35:09Z,positive,0.8506019711494446
PORQUE NO EL PRIMERO DE JULIO?,es,27,1,@dieguo_u,2025-09-26T19:50:31Z,neutral,0.4869527220726013
Blackpink esta de recreso 😊que bien ♡jisoo ♡jennie ♡lisa ♡rose ☆jump blinks ahora mismo cantando y bailando♡,es,35,2,@erikayadiracastrejonvillal6834,2025-09-26T18:22:25Z,positive,0.8125464916229248
Blink para toda la vida amo esta canción 🖤💖,es,46,4,@angelagabrieladiazdiaz,2025-09-26T16:41:16Z,positive,0.9124284386634827
Hay quá 😮😮😮😮😮😮😮😮😮😮😮,es,14,0,@ThuyNguyenLe-ox6tc,2025-09-26T12:45:08Z,positive,0.41920846700668335
"Me recuerda a Black eyes peas, y claro diplo con su marca que lo representa esas melodías tan caribeñas que inclusive me traen a memoria a lean on... Que híbrido tan pegajoso 🎉",es,94,0,@jhonpereira8442,2025-09-26T07:22:05Z,positive,0.8037025928497314
Até dezembro esperando novas músicas,es,20,1,@TiciannyRodrigues,2025-09-26T03:57:17Z,neutral,0.5672552585601807
Me encantó,es,14,0,@corpempresarial6817,2025-09-26T03:10:59Z,positive,0.8978182673454285
Estoy empezando a seguirlas y me gusta su canal ❤❤❤🎉🎉🎉🎉,es,12,4,@YusmaryHernandez-hi5sw,2025-09-25T23:20:19Z,positive,0.900226354598999
Necesito que saquen otra canción ya 🙏🏼😭,es,19,3,@x_wxlls,2025-09-25T22:51:49Z,neutral,0.46853283047676086
Buena música pero me pregunto qué le habrá pasado a las otra integrante,es,42,0,@NoahKatherine,2025-09-25T20:02:25Z,neutral,0.6499144434928894
Esa no es la chaqueta de rumi😮,es,36,0,@AriaGutiérrezCollantes,2025-09-25T17:15:11Z,neutral,0.6151812672615051
Cleo que ya entendí la referencia son bailes de sus canciones más populares no🎉❤❤❤❤,es,56,0,@OmarLópezEnriquez,2025-09-25T15:22:15Z,neutral,0.6645550727844238
오늘은 점프를 듣는 사람이 있습니다 alguien escuchando esta gran canción ❤❤❤,es,19,0,@javierajaviii,2025-09-25T14:41:08Z,positive,0.8082726001739502
me gusta la canción,es,23,0,@pantuflanitzel,2025-09-25T13:19:43Z,positive,0.8507738709449768
Escuchen jump todo el tiempo tiene una vibes 🫶,es,18,2,@FernandaAnchahua,2025-09-25T01:03:11Z,positive,0.676381528377533
No me creo aún que  productor argentino estuvo involucrado. el momento más mi gente latino de blackpink,es,64,3,@Michelle-qm7ys,2025-09-25T00:29:24Z,negative,0.706591784954071
Aaaaaaaaaaaaaaaaaa no Manches 😮 una nueva canción,es,19,4,@MelynaCarrasquedo,2025-09-24T23:57:44Z,positive,0.7963044047355652
Te.  Amo. Rose❤😊,es,13,1,@VeronicaFernandez-hv8sb,2025-09-24T22:24:02Z,positive,0.8946927785873413
Que plageo todos los sonidos. Nada nuevo que aburrido.,es,18,0,@carlacasas6610,2025-09-24T21:06:46Z,negative,0.8600597977638245
"Está cancion se volvió mi canción de Kpop favorita del 2025, LAS AMO BLACKPINK ❤❤❤❤❤❤❤",es,69,3,@MONSTIEZyBLINKyONCE,2025-09-24T19:34:40Z,positive,0.896857500076294
"Blackpink son todas unas reinas y unas divas, me impresiono mucho su exitoso regreso 🥰🥰🥰🥰 la música es muy adictiva y energetica 🥰🥰🥰🥰!!!!",es,44,2,@MONSTIEZyBLINKyONCE,2025-09-24T19:31:44Z,positive,0.9437114596366882
"Blackpink nos dió un regreso emocionante y divertido, ellas nunca decepcionan, ya las extrañaba, Las Amo Mucho 🥰🥰🥰🥰",es,37,2,@MONSTIEZyBLINKyONCE,2025-09-24T19:27:00Z,positive,0.9314272403717041
AMO JUMP E MI FAV  VENGA A PERUU BLACKPINK,es,17,1,@ethelnoeliaantonperez,2025-09-24T19:16:11Z,positive,0.7117436528205872
"Es la banda perfecta para todos los conciertos 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉
BLACKPINK",es,27,1,@EduardoPedrazaortiz,2025-09-24T16:13:12Z,positive,0.8741101622581482
Jump 2025  playin whe Fire 2016 blackpink es un monumento ❤❤❤,es,13,1,@AxelAhuyon-o8k,2025-09-24T05:16:27Z,positive,0.8821223974227905
todo por el blackpinck in you area OBVIOOO,es,22,5,@bodasfinasyquinceanos,2025-09-24T02:01:31Z,neutral,0.5973559617996216
No entiendo porq se golpean la cabeza Pero ...NO PUEDE SER TAN BUENA LA CANCION 😭😭😭😭😭💗💗💗💗💗,es,48,0,@carinaandreaesquivel2128,2025-09-24T00:38:00Z,positive,0.5019139051437378
AMOO EL MEJOR CANCIÓN DEL AÑOOO 💤❤️💔🤢🎊🙀💔👁️🤨😭🙀🫔🥦🎉🫔🫔😄🗣️🗣️😑👄💩😳💩🫔😳💔🙀💩💔💔💔🧟🧟💔💔💩💜🤧😳💀💀🥵🥵🥵🥵🥵❗💥😻😻😻😻😻😻😻😻👄💔💔💔🧟😐🎉🎊🎊🤨🤨🤨🤢🤢🤢🥺💔😭💔😭🧟😭💔😭👄💜🙂😭😅😅😍😍🤩😘🤩🥰😍😍😍😍😍🥰🥰😘😘😗😑😑🤢🕊️🕊️💩💔🎉🙀,es,42,0,@Fetuccinisplace,2025-09-23T22:46:29Z,positive,0.4832053482532501
ME ENCANTA ESTA CANCIONNN,es,13,2,@ammymanueles-j8m,2025-09-23T22:40:09Z,positive,0.927904486656189
Ben Türküm ve blankpink jump bence çok güzel,es,30,1,@ErvaAkpınar-g4k,2025-09-23T18:57:13Z,positive,0.8893422484397888
Normalde K-pop dinlemem ama bunun bazı kısımları güzel. Ama yine de favori K-pop şarkılarımda ilk 5'e girmez.,es,19,0,@Ayanokouji_Kiyotaka48,2025-09-23T17:06:15Z,positive,0.5274150967597961
Las amo BLACKPINK  Las extrañaba muchísimo 💕,es,29,1,@Fernandavaltierra-u8c,2025-09-23T16:31:35Z,positive,0.8559104800224304
Probe  BLACKPINK IN YOUR AREAAAAAAA!!!¡¡¡¡,es,40,0,@Yyy7uuuuuuhh,2025-09-23T14:58:07Z,positive,0.5158988833427429
las canciones de ellas siempre son muy eciptosas y mas que todo cuando estan las 4 unidas🥳,es,48,1,@dinarueda8285,2025-09-23T03:14:38Z,positive,0.4272952675819397
Me encanta su canción y que el grupo nos haiga regalado una canción más del grupo y ojalá que esquemas todas juntas 🖤💗,es,88,0,@tefyhilary2014,2025-09-23T01:44:32Z,positive,0.9091603755950928
Wow No ablos ingles ni chino pero blapink siempre la e visto y las amooo,es,26,0,@DaraGrimaldo,2025-09-23T01:19:29Z,positive,0.8705921173095703
Q se siente ser de corea???,es,13,2,@labubu_34557,2025-09-23T01:03:17Z,neutral,0.726654589176178
Me en cantoooiooioloooooooo lo amo,es,21,1,@DayanaBravo-s5b,2025-09-22T23:03:40Z,positive,0.8637130260467529
No me gusto,es,13,0,@ZuleimaLlinas,2025-09-22T21:53:40Z,negative,0.933689296245575
q asen???? yo aquí acostado,es,14,1,@JULIEEEMUSIC,2025-09-22T20:10:22Z,negative,0.6675856113433838
Ya pasaron dos meses y todavía no superó esta maravilla 💔,es,42,1,@x_wxlls,2025-09-22T19:02:44Z,negative,0.4712913930416107
Es mi música favorita desde ahora ❤❤❤❤,es,23,4,@RoqueTorre-hm6lj,2025-09-22T15:09:07Z,positive,0.9040504097938538
Ben Türküm❤,es,20,1,@minedemirci2096,2025-09-22T14:44:06Z,positive,0.6889356970787048
Es muy bueno el thema y la abvientacion .,es,35,1,@EdgardOrlandoRodriguez.P,2025-09-22T10:59:02Z,positive,0.8694460988044739
Aşırı iyi rose hayranı olsam bile bütün kızlar   Çok iyi,es,20,3,@ebruculam3367,2025-09-22T08:59:24Z,positive,0.8831549882888794
Como extrañaba un NUEVO MV de ellas🖤🩷🖤🩷🩷🖤🩷,es,27,1,@E.Avilés,2025-09-22T07:06:46Z,neutral,0.43554702401161194
"C Tú tú tú tú tú tú tú tú😅ahí amo,olla,",es,99,0,@Noelia-Isabella,2025-09-22T00:13:27Z,positive,0.7984440922737122
Cómo es que recién me voy enterando que blacpink hizo comeback y eso que siempre ando en las calles de tiktok no me salió en mi for you 😮 pero está buena la canción....,es,141,0,@CarolinaValdezconde,2025-09-22T00:04:25Z,positive,0.3792642056941986
"Ayuda, borren la cuenta y zzz
Con esta canción me motivan a estudiar",es,49,2,@cl_n21,2025-09-21T21:13:08Z,positive,0.5396089553833008
No subieron en la paguina de las chicas que llego a los 200M,es,44,0,@00roseposiee_,2025-09-21T19:15:46Z,neutral,0.6354365944862366
İşte şarkıyı çok seviyorum ben türk'üm,es,20,3,@Nisatocaboca_54668,2025-09-21T17:59:40Z,positive,0.8820686936378479
CHICHU TE AMO 😭😭😭💘💘💘💘,es,13,0,@jessicahinostroza7072,2025-09-21T15:50:54Z,positive,0.7912622094154358
Me encanta esta canción es un éxito en 2025,es,50,1,@greciacarolinacontrerasgon8117,2025-09-21T14:43:12Z,positive,0.9265521168708801
Que canción más fea como que tengo la mierda que te gusta (lo traduje) ay niños en Roblox que ven esta canción!!!😡😡🤬🤬🤬,es,110,0,@ViajeraSheikahYT,2025-09-21T01:45:07Z,negative,0.9569329023361206
JOHA ME DIÓ FLORES AMARRILLAS,es,14,0,@creoqeuque,2025-09-21T01:30:53Z,positive,0.508142352104187
Como que el video meduo raro,es,22,5,@maribelpena7095,2025-09-21T00:41:47Z,negative,0.5789250135421753
Te.   Amo.   Blackpink❤❤🎉🎉🎉,es,13,0,@AylinjimenaDiaz,2025-09-20T18:28:29Z,positive,0.9056777954101562
Ez a legjobb zene a világon minden nap meg halgatom 😊🎉🎉🎉🎉🎉🎉😊😊😊😊😊,es,18,2,@diad.4091,2025-09-20T15:42:24Z,positive,0.9268832802772522
Noooo perdón mi prima lo comento,es,18,1,@lauraudave4114,2025-09-20T05:34:36Z,negative,0.7508996725082397
Deberían de de sacar a jisoo de blak pink 😅,es,41,0,@LuisDiaz-g8k5y,2025-09-19T21:27:25Z,negative,0.512000322341919
Soy la única black que Abla español 😭😭,es,38,0,@AnaCotrina-j3v,2025-09-19T19:57:43Z,negative,0.818823516368866
La  mejor  canción,es,23,0,@rosalizama9479,2025-09-19T17:25:40Z,positive,0.923570990562439
les comparto el evangelio tengan fe en Dios confíen en Dios y busquen a Dios Y nunca se olviden de Dios El nos ama mucho y perdona nuestros pecados busquemos al PADRE,es,65,0,@MariaSosa-i7y,2025-09-19T15:15:07Z,positive,0.5023608207702637
La gente necesita entender que BLACKPINK no es una distraccion Sino una inspiracion! .,es,36,0,@lalalalisa_m.,2025-09-19T14:32:37Z,neutral,0.5931010246276855
Gracias cardi b por este temon con mi seleena ❤❤❤,es,17,0,@CabiPlay96,2025-09-19T14:20:33Z,positive,0.9229246377944946
soty te amo,es,13,0,@arirangcat,2025-09-19T14:04:21Z,positive,0.6739850044250488
La gente necesita entender que BLACKPINK no es una distraccion Sino una inspiracion! .,es,36,1,@lalalalisa_m.,2025-09-19T12:58:00Z,neutral,0.5931010246276855
No quiero ofenderlos pero no me gusta blackpink nada máse gusta esa canción,es,46,0,@adoy_xb,2025-09-19T02:50:17Z,negative,0.548831045627594
"El mejor grupo femenino de corea 
🥺👌",es,22,5,@iselagarcia5754,2025-09-18T20:33:53Z,positive,0.8909012079238892
Las amo son las mejores del mundo,es,18,0,@MarisolTorresCasas,2025-09-18T20:26:09Z,positive,0.9165289998054504
"Je vais pas dire ""brv mv"" parce que je te connais pas assez 🥰

Mais plutot:

Bravo cher fan de pharita.
Vos concepts sont vraiment tres productifs.
Je vous invite a vous amusez de toutes votre existences.

Et n'oubliez pas:

Pharita est comme vous, une queen 🫦🙏🏽

(Un des trucs les plus aléatoire de ma journées ptdr)",es,68,0,@Minsaes_Entairtenement,2025-09-18T17:53:49Z,positive,0.9009909629821777
Que buena canción ❤,es,19,0,@MorenaFleitas-c5l,2025-09-18T17:25:47Z,positive,0.944762110710144
Os amo ❤,es,13,0,@SaliSali-d4l,2025-09-18T16:15:03Z,positive,0.895865261554718
hay quá,es,14,0,@nguyennga6151,2025-09-18T13:51:46Z,positive,0.40231433510780334
❤❤❤❤❤❤ los niños que no es fácil 🤩🤩🤩🤩🤩🤩🤩,es,47,0,@KarimRomero-ol3id,2025-09-18T02:16:15Z,positive,0.867785632610321
Je rêve où ils ont dansé de la tektonic 😂😂😂,es,28,0,@marjorieforest5076,2025-09-17T22:52:26Z,positive,0.47380661964416504
"APT. Esta a punto de llegar a los 2 mil millones de visualizaciones, felicitaciones a ROSE y Bruno 👏 🙌",es,43,2,@ssamlg,2025-09-17T21:42:05Z,positive,0.9140912294387817
la mejor musica 👁👅👁,es,13,0,@danielagomez7459,2025-09-17T19:12:41Z,positive,0.9047208428382874
Si quieren hablar español nada se los impide,es,23,0,@sandyvera682,2025-09-17T17:47:35Z,negative,0.5567839741706848
C'est du génie et du talent tant la musqué que le clip,es,38,0,@luisleitao5340,2025-09-17T17:10:13Z,positive,0.9265416860580444
Por mis wawas del colegio me volví fan de la canción,es,55,1,@AlineDonoso,2025-09-17T16:22:57Z,positive,0.7649391293525696
esta bien culero su vioclip cmompadres,es,13,1,@Venom_390,2025-09-17T04:25:16Z,negative,0.9531909823417664
Essa música é incrível!!,es,30,1,@marianaevano,2025-09-17T02:52:12Z,positive,0.9382612109184265
Me gusta es muy bailable y rítmica ❤❤❤,es,31,0,@irmaivonramirerzserrano6935,2025-09-17T01:19:26Z,positive,0.9217207431793213
Me  encanta su canción  i  la repito muchas beses i  la bailo ❤❤❤❤❤ las,es,32,3,@MaribelVazquez-x2v,2025-09-16T23:18:21Z,positive,0.9209538698196411
Las amo ❤ son mi banda favorita 😊😊 quiero verlas en persona,es,17,0,@MaribelVazquez-x2v,2025-09-16T23:07:37Z,positive,0.9131805300712585
Pero que es esta mierda? Viva españa joder,es,41,2,@oneofthe7hands,2025-09-16T20:13:04Z,negative,0.9478608965873718
Me encanta esta cancion ❤🎉🎉❤,es,17,0,@MarceDasilva-o2g8v,2025-09-16T19:51:17Z,positive,0.9363307952880859
Viva blackpink el mejor grupo del mundo,es,22,2,@Isa28bp,2025-09-16T18:35:19Z,positive,0.9074475765228271
Te amo blackpink ♡,es,13,0,@Jan-CT,2025-09-16T16:58:33Z,positive,0.8449888229370117
2:41 blackpink en tu área 🗣️🗣️,es,18,1,@cony.espe.viky.,2025-09-16T16:41:01Z,neutral,0.7266682386398315
Blackpink es el mejor grupo del mundo 😮❤,es,31,1,@Jan-CT,2025-09-16T15:26:29Z,positive,0.9298184514045715
Amo tanto está canción 🥰😍,es,29,6,@JordanAlexisAcostaTriana,2025-09-16T15:15:53Z,positive,0.9261862635612488
Plase gift concert in the czech republick.  Písek . Podolí 2. Plaseeeeeeee,es,20,0,@JulieVětrovská,2025-09-16T10:36:01Z,neutral,0.47435325384140015
Blackpink üyelerinin hepsi çok güzel bayılıyorum biasım LİSA ❤❤❤,es,20,2,@Lisa-bp4n,2025-09-16T09:52:35Z,positive,0.9175710678100586
blackpink yo de grande voy ser como ustedes,es,17,1,@teodosiorafaelcarhuasaguir115,2025-09-16T01:43:14Z,neutral,0.5038534998893738
BLACK PINK LAS MEJORES CANTANTES DEL MUNDO QUE SACO AL LAS CHICAS DEL MUNDO OSCURO❤❤❤,es,27,0,@CarmenMartínez-w8z,2025-09-16T00:55:49Z,positive,0.8953428864479065
"La diferencia entre Lisa y Jennie 😭:
0:42 Jennie
1:48 Lisa
KAJKJSJ",es,13,0,@H3lps_withxhanji,2025-09-16T00:22:53Z,neutral,0.5031099319458008
Hello ¿ quien pusi esa cancion para q blackpink la cantara,es,32,0,@escamillareyestapia492,2025-09-15T23:49:59Z,neutral,0.7571645379066467
Alguien de México?😅,es,19,1,@AnnMartinez-j6e,2025-09-15T22:09:06Z,neutral,0.8652608394622803
"Les BLACKPINK ne sont plus les reines de la kpop, elles viennent de s'inclure dans l'univers du dance floor avec ce son au musicalité techno.",es,37,0,@maumaw6811,2025-09-15T22:04:32Z,positive,0.5466488599777222
No me arrepiento de ser fan de un grupo así!!!,es,45,3,@kiara_gu,2025-09-15T21:25:09Z,positive,0.7692319750785828
Que canción mas fea ushh nunca boy aser blinck ojala se mueran,es,32,2,@luismejia4374,2025-09-15T20:07:03Z,negative,0.9449754953384399
"Destinado al público anglosajón... Quieres dominar el mundo musical, de acuerdo comienza con USA y todo será más fácil...",es,90,0,@ValenFranco82,2025-09-15T19:39:15Z,neutral,0.5109531283378601
Merhaba BLACKPİNKK ben türkümmm,es,20,0,@sueda-enerjiksiz,2025-09-15T16:46:55Z,neutral,0.6581875085830688
Alguien más está asiendo stream,es,20,2,@MartaBritos-h7z,2025-09-15T16:36:12Z,neutral,0.8320741653442383
"Ya llego a los 200M, pero aun no an subido el poster 😢",es,26,1,@Sallygm.l,2025-09-15T16:28:45Z,negative,0.824078381061554
Liose Es verdadero!!!!! ❤🎉🎉🎉 kskksksk nadie me entendera,es,13,2,@florenciabudaci3178,2025-09-15T13:42:23Z,positive,0.7483877539634705
Et si ça  faisais un milliards de vue en mois nous ne sommes  qu'à 2 mois,es,26,0,@koumbacarla1934,2025-09-15T10:15:28Z,negative,0.4491720199584961
Et si ça  faisais un milliards de vue en 3 mois nous ne sommes  qu'à 2 mois,es,26,0,@koumbacarla1934,2025-09-15T10:15:22Z,negative,0.4612874388694763
