comment,language,confidence,likes,author,published_at
yg desain nya malas bet anjir cuma geser2 posisi camera hmmmmm,id,17,0,@MyHape-v7f,2025-09-23T14:55:48Z
kalo yang seri PROMAX gimana bang?,id,22,0,@sompyohchannel3578,2025-09-23T14:52:47Z
Bezel nya kok tebelan 17 pro ya di banding 16 pro,id,22,0,@29alddo,2025-09-23T14:52:14Z
"kira kira pas sudah resmi masuk Indonesia, iPhone 17 base model ini ada di harga berapa yaa?",id,31,0,@ilzamzeins995,2025-09-23T14:37:54Z
"lebih kaya lebih jual kamera yak iphone ini tiap taunnya cuma beda body aja, kaya ga ada perubahan yang signifikan. bosen juga lama",id,45,0,@bangkitputra7539,2025-09-23T14:31:13Z
"Apple beneran canggih marketing nya, sama sekali ga ada yang membahas AI di seri iPhone 17. Kita tahu Apple ketinggalan di AI",id,47,0,@deni7rst,2025-09-23T14:19:04Z
Nubia neo 3 5g kapan woy dah lama nihh,id,16,0,@Zuldx353,2025-09-23T14:17:42Z
ini video lama ga sih,id,18,0,@fernandarizalofficial2876,2025-09-23T14:04:14Z
Redmi 9t warna kek gtu gk dibilang unik bang.. jgn mentang iphon lah..mau apapun ok.. nyatanya iphon 17 pro itu bnyk yg gk suka gk ada inovatif😅,id,36,0,@komenkuhuy8353,2025-09-23T14:03:45Z
Gila pajaknya besar banget. Tapi k mana pajak kita itu yaaa,id,44,0,@debitirawanamuvas995,2025-09-23T13:53:28Z
warnanya sama kyea nova 13 pro gk ya tuh ijo nya?,id,13,0,@alexcritchley28,2025-09-23T13:53:24Z
17 pro waktu fotony di bandingin dan di zoom warna layarnya lbh warm kuning bgt yh bener ga sih atau perasaan saja yh,id,39,0,@tonyandreas1115,2025-09-23T13:48:40Z
"Bsk pas review coba tekan bagian kaca belakang nya bg, soalnya ada video yang bredar body belakang 17 pro lentur di bagian kacanya saat di tekan.",id,35,0,@hazmi_fajri,2025-09-23T13:43:15Z
Kamera bagusan 16 pro ketimbang 17 pro kayak agak ampas ajah wkwkwk,id,17,0,@Nextel212,2025-09-23T13:38:05Z
Peningkatan banyak tu di seri ganjil ya buat iPhone? 😅,id,13,0,@recapdramaasik,2025-09-23T13:36:52Z
masyaallah bagus bangett😢 semoga kecapaian pengen punya iPhone 17 PRO❤❤,id,13,1,@DheaAnandaOktavia,2025-09-23T13:33:12Z
"pas tes lidarnya fungsiin bang, buat scan 3d pakai app canvas, biar di android ada fitur itu juga.",id,40,0,@handeriOMG,2025-09-23T13:31:07Z
bang iphone 17 basic body nya alumunium atau titanium,id,18,0,@harsenherlian1367,2025-09-23T13:29:14Z
Saran dong mending iphone 17 pro atau xiaomi note 9 ?,id,18,0,@ARZLRZL,2025-09-23T13:25:45Z
next nya bg david. gass selain ip 17 baru rilis samsung jg baru ngeluarin yg seri A17 jgk,id,17,2,@finno6689,2025-09-23T13:16:12Z
menonton konten ini dengan hp realme 5 pro tahun 2019😢😢,id,13,0,@ambonsaya,2025-09-23T13:16:08Z
Bang bahas barang aneh atau misteri box dong,id,18,0,@dione2421,2025-09-23T13:12:08Z
Yg masih nyimak aja tak doa kan segara ke beli inpone 13 ... Dah sehat terus...,id,13,0,@RizalrifaldiFarm,2025-09-23T13:06:56Z
Mending beli Xiaomi 17 Pro gak sih hha,id,18,0,@novantheexplorer97,2025-09-23T12:59:42Z
Itu 3 atau 4 baru bisa bang 17:31,id,27,0,@Marsszzzy,2025-09-23T12:50:23Z
"Baru beli yg 17 nanti pasti bntr lagi keluar lagi yg 18 ,gitu gitu aja Sampek Naruto jenggotan 🤣🤣",id,27,0,@ricoanggriawan6018,2025-09-23T12:43:23Z
Aku yang masih nabung buat beli XR tapi desain IP 18 udah keluar 😢,id,45,0,@HermanOfficial_12,2025-09-23T12:41:04Z
"24:00 warna orange ayla, sigra, brio gak sih",id,18,0,@koko_wara6312,2025-09-23T12:36:15Z
"Kenapa nggak beli iPhone 17 promax 2TB aja vid, kan elo sering ngonten",id,13,0,@sigitpramono4950,2025-09-23T12:25:58Z
Note : bezel ip 17 dan 16pro persis tipisnya cuman di 16 pro bang david pake ag makanya visualnya lebih tipis,id,13,0,@beyourgord,2025-09-23T12:25:34Z
"Walaupun mahal, sampe puluhan juta, tetap bagusan model kamera yang lama untuk versi pro nya.",id,22,0,@Vincentius_Sahadi06,2025-09-23T12:24:30Z
"Ip 17 yg ganteng cuman basic sama air, pro dan pro max nya blunder si mnurut gua",id,22,0,@NarutoUzumaki-gu4ro,2025-09-23T12:22:00Z
"Kak tolong review juga iphone 17 pro max dong kak,, makasi kak. katanya ada fitur tambahan nya??",id,36,0,@AyuSukma-m6h,2025-09-23T12:18:23Z
Coba unboxing XIAOMI 17 Pro atau 17 Pro max dengan iPhone 17,id,13,0,@HeryWawan-qm7sq,2025-09-23T12:04:23Z
peningkatan yg konon katanya signifikan di keluarga ip 17 adalah hal biasa aja di hp flagship android,id,21,0,@buatlatihananakanak,2025-09-23T11:59:57Z
Dan saya mau bilang hati hati iPhone 17 HDC😅,id,22,0,@prima_FM_radio_746,2025-09-23T11:48:58Z
XIAOMI 17 PRO ini bang cak nyo bagus lawan iphone 17 pro,id,18,0,@ikanis,2025-09-23T11:42:46Z
"Review jujur dr gw untuk yg mau beli iPhone di Studio Ponsel Store. Gw udh langganan beli iPad dan iPhone di mereka, hasilnya selalu memuaskan dan terpercaya 😌👍🏼👍🏼👍🏼",id,43,0,@rtslhffa-bh8rd,2025-09-23T11:32:52Z
Bahkan 3 bulan gajiku masih kurang buat pajaknya juga 😂,id,18,0,@IN_Game48,2025-09-23T11:16:31Z
Mirip banget warnany yang orange dengan Tecno phantom x2 pro,id,22,1,@oliverhelds6494,2025-09-23T11:08:11Z
"17 pro layar pebih warm dari warna nya kliatan beda lebih ke kuning"" an",id,17,0,@hotlaprace8828,2025-09-23T10:47:15Z
"Baang hp andoid yang anti lelet doong yang harganya atas 1,5",id,18,0,@HhhxhhDhruur,2025-09-23T10:46:38Z
Warna cosmic orange nya mengingatkan ane ke Nokia N8 orange,id,13,0,@deanmu,2025-09-23T10:43:34Z
Kamera kuning efek dari backdoor mungkin pantulan cahayanya jadi kuning coba pake case item,id,13,0,@megiriawan7603,2025-09-23T10:36:26Z
ga enak banget hasil poto 17 pro wkwk,id,17,0,@GapaiWieasa,2025-09-23T10:22:31Z
"ekspresi bang david kurang meyakinkan pas bandingin foto, kayak kecewa sama 17 pro nya🤣",id,22,1,@msfdajip9068,2025-09-23T10:13:48Z
Fix bakal upgrade sih dari ip14pro,id,13,0,@666-e4s,2025-09-23T09:50:53Z
"Autorotate harus 3 sampai 4 orang inframe bang, kalau cuma 2 software detectnya zoom out vertical aja cukup",id,13,0,@RXSTUDIO-S,2025-09-23T09:23:43Z
Aku malah lagi nunggu IP 18 pro.. klw udah launching nnti 18 pro lalu aku nunggu IP 19 pro.. dan bgtu seterusnya. 😂,id,45,0,@remajarinjanirr,2025-09-23T09:23:16Z
"buat video versusnya bang, sama huawei pura gitu misalnya",id,13,0,@sqzll_,2025-09-23T09:16:31Z
"bang pajak.nya segitu itu,negara abang udah maju kaya apa bang,",id,31,0,@putraaisah7756,2025-09-23T09:13:49Z
Setelah iPhone 17 basic udah 120 hz jadi pengen beli apalagi udah 256 . Menurut gua ini udah paling bener di bandingin iPhone 16 basic yg badut itu,id,62,0,@haryono2474,2025-09-23T08:35:48Z
"Coba aja 17 pro warna merah candi pasti lebih bagus, itu malah ambil warna mobil calya orange😂",id,27,0,@ridwanriska2183,2025-09-23T08:28:09Z
Team yang selalu nonton unboxing iPhone tapi gak sanggup beli  😢,id,27,0,@Iputu.d.prasetyo,2025-09-23T08:24:23Z
bang kapan review nubia neo 3  5g bukan yang GT gak pernah di bales 😌🙁,id,26,1,@meta-ai-h7v,2025-09-23T08:23:39Z
bahas infinix gt 30 5g dong vid soalnya habis ini mau rilis di indo tanggal 24,id,31,0,@rayayodhaabhinaya,2025-09-23T08:13:58Z
Haha..habis ini review XIAOMI 17 PRO bang david,id,17,0,@rizkycao,2025-09-23T08:13:20Z
Review pixel lagi dong,id,18,0,@rinasyara6122,2025-09-23T08:11:59Z
iphone 16 pro desain kamera dan warna nya kayak realme c67 4g 2023,id,27,0,@girimega,2025-09-23T08:07:25Z
itu karena pengaruh dari iOs gak sih? 17 Pro udh iOs 26,id,31,0,@kresnabayu6535,2025-09-23T07:52:51Z
Kok iphone 17 pro kok malah mirip xiaomi??? Ada oren oren nya???,id,36,0,@m.ychannels925,2025-09-23T07:41:42Z
Kalau menurutku labuh enak yang berwarna dari pada yang kaca kaca gitu 😢,id,30,0,@fransiskusdeo,2025-09-23T07:35:55Z
"Marketing tetaplah marketing, tak banyak update dari seri sebelumnya selain desain yang malah agak kureng (tergantung selera)😅",id,13,0,@ddrtrip,2025-09-23T07:35:39Z
bang David coba review realme c71 donk soalnya mau liat review jujur dari bang David,id,13,0,@watieerna314,2025-09-23T07:32:11Z
"Design simple nya jd hilang di ip 17 pro, aku yakin seri 18 ip bakal balik ke design yg simple..",id,26,0,@nugrohomi6036,2025-09-23T07:30:24Z
Camera iphone 17 bikin ngeselin ngk akan saya beli😂😂😂,id,12,0,@AudriRenngur,2025-09-23T07:22:14Z
Ya Allah tolongin saya cari kerjaan susah tolong dapat kerjaan ya Allah nyari kerjaan di mana lagi ya Allah ya Allah dapat yang kerja yang enak 😭😭😭,id,39,0,@FahriRamadhan-wv3om,2025-09-23T07:21:56Z
Mendingan 16p apa 17p yaa mau upgrade tapi bingung,id,22,0,@fitriyani5968,2025-09-23T07:16:48Z
"Apa gw doang yg ngrasa ya..kek nya Bang David kurang begitu suka ipn 17 pro warna orange ya,,gw bs liat sih dgn expresi muke nya..",id,40,0,@fairelatharis3610,2025-09-23T07:15:59Z
"""Mamam ni 120hz dri iphone juga"" 😂😂😂😂 
Yg g terima sono adu debat sama bg david 😂😂",id,13,0,@DaveGMY,2025-09-23T07:13:55Z
"awoakwok nunggu sampe tahun 2025 cuma buat bisa ganti tema launcher doang🗿🗿🗿
..",id,18,0,@yusupfikrih,2025-09-23T07:13:38Z
"Kenapa ya pihak iphone gk bikin warna yg lain kek merah candy ato warna apa gitu keknya bakaln bagus klo ada warna yg candy""",id,30,0,@l.rebyntasatria9691,2025-09-23T07:12:22Z
Itu Iphone 17 Pro kolaborasi sama Ortuseight bang ..,id,13,0,@oppa_jay,2025-09-23T06:44:01Z
"Di menit2 terakhir pas perbandingan, kamera, kyny apple malah jatohin diri sendiri
Karena perbandingan sm series sebelumnya, update kameranya, di video ini, dari hasilnya, gak terlalu signifikan,,
Masih worth it 16 pro,,

Oke nonton video reviewnya bang David nanti
Ditunggu ya bang,,
Thanks bang 🎉🎉",id,30,0,@AkiraXP_GDX,2025-09-23T06:37:39Z
Iphone 17 series ini apa udah bisa connect ke channel 36-64 wifi 5ghz ?! Mengingat iphone garansi “lokal” susah nya bukan main connect ke channel 36-64. Beda dg iphone garansi inter seamless banget connect nya,id,66,0,@therolland90,2025-09-23T06:24:00Z
"kalo ada duit mending beli seri 16 pro dah, untuk desain 17 pro kurang.",id,22,0,@rezafachri,2025-09-23T06:22:06Z
Jadi teringat Si Oren Sony Ericsson Walkman gue…😅😅😅,id,18,0,@PakPol-p7d,2025-09-23T06:14:54Z
"nonton di hp yang menginspirasi desain 17 pm, yap, poco x6 pro🙂‍↕️",id,13,0,@eladrian9856,2025-09-23T06:13:25Z
"Cuma david yang review ipone 17 paling terakhir tp view langsung jutaan,yang lain sampe ke jepang,thailand,singapur dll viewnya rendah semuaa 😂",id,22,0,@Evan121212,2025-09-23T06:12:41Z
Wkwkwkwk tpi sumpah gk pnting2 amat itu tombol airplane mode nya 😅😅😅,id,18,0,@patriciafelita5455,2025-09-23T06:09:41Z
Baru mau beli Iphone 17 Pro Max jadi ragu. apa ke samsung Galaxy Z Fold7 yaa?,id,26,0,@ibnuardani6086,2025-09-23T06:04:44Z
"Oren kali ini emang gak banget, yg saranin warna orens sih gabisa tidur keknya sekarang😂",id,45,0,@IreneSimangunsong,2025-09-23T05:55:39Z
"untuk kamera depan kalo 2 orang ga bisa otomatis landscape bang, coba 3 orang atau 4 orang nanti langsung deh ngebaca dan otomatis landscape",id,49,0,@abuwahabgo,2025-09-23T05:51:17Z
weh si bang david bilang punya iqbal lemot pake Ip 13 apa lagi yang pake Ip 11 bang wkwkwkwk,id,26,0,@gusti_ms,2025-09-23T05:38:26Z
Kemarin prabowo sama trum fungsinya apa? Hargannya tetep sama hahah,id,12,0,@sappocobain1832,2025-09-23T05:33:37Z
Di adu 13pro gue kamera nya kalah kayanya 😂,id,22,0,@Jvankabell,2025-09-23T05:30:22Z
kapan ya bisa punya iphon 😔😔😭😭😅😅,id,17,0,@dimasDDP,2025-09-23T05:23:45Z
Awal dari inovasi yang terhenti di 3 tahun lalu. Makasi review jujurnya David 👍,id,17,0,@chrisaridita1032,2025-09-23T05:22:32Z
Menurut gue desain 17 pro kureng bngt ribet bngt keliatannya kamera gede manjang bgtu plus logo dbalut kotak pnjng beda warna 😂 jelek ilang elegan nya downgrade lagi materialnya gampang gores 😂 Plus minim upgrade chipset ma kamera doang udh aja AI nya kaga dbenerin ga ada kemajuan tertinggal bngt ma warna orange kaya hp murah 😂😂 jelek dah sumpah orange gt Iphone skarang bagusan ip 17 doang udh lebih rekomend desain bagus simple plus dah 120hz,id,63,0,@andrirosadi3062,2025-09-23T05:09:55Z
Bang tips buat yang mau beli hp iphone di online shop dong,id,40,0,@kelvisaputra1863,2025-09-23T05:08:50Z
Istri saya 11 pro kok ga lemot ya pake liquid glass ya? Saya 15 juga ga ada lemotnya. Malah lebih smooth,id,35,0,@marshallnmelodia7981,2025-09-23T05:06:12Z
"16 pro zoom 5x gx ada obat , karna saya pakek bagus bngt",id,22,0,@destadesta3250,2025-09-23T05:00:38Z
Terimakasih gadgetin saya makin yakin tidak akan pilih iPhone 17 pro karna duit nya belum cukup 😂..tetep di j2 prime terbaik 🎉,id,30,0,@andreokta5271,2025-09-23T04:55:22Z
Baru banget kemarin Poco F6 saya hilang di Bandara. Mohon doanya semoga bisa balik atau bisa mendapatkan rezeki yang tak terduga untuk penggantinya. Aamiiin 😭🙏,id,57,0,@akbari3,2025-09-23T04:51:53Z
jadi hp ini update tema sama kmera doang😅,id,22,0,@RendiBalsama,2025-09-23T04:49:16Z
Lebay banget reaction nya wkwkwkwkwk wooow woow woow,id,18,0,@zikrikaifa1075,2025-09-23T04:48:44Z
Emang bener kamera belakang iPhone 17 Pro itu bisa jadi layar?,id,40,1,@asepangga910,2025-09-23T04:42:23Z
"Pernah liat d sosmed ada seliweran gampang lecet? 
Jadi ragu mw ambil 17 apa 16 aj ya",id,22,0,@reile2059,2025-09-23T04:34:29Z
"25:10 udah kek mainan spinner 😂
tapi unik sihh",id,18,1,@adekino461,2025-09-23T04:17:23Z
Ip 17 itu simple desain nya tapi manisss..,id,27,0,@andikadika9861,2025-09-23T04:10:56Z
Dah lah.. emang paling bener gw nunggu samsung S26 ultra saja😁,id,13,0,@sukrasiyoga9875,2025-09-23T04:05:53Z
Di tunggu riview xiaomi 17 pro nya bang,id,13,0,@BorneoFishing-z5d,2025-09-23T03:59:09Z
"bang, boleh tolong buatin short kalau pakai dark mode, bisa gak pakai yang glass aplikasinya? biar hitam putih gt,",id,31,0,@KONG_D_KOBI,2025-09-23T03:53:59Z
"Ga ngeluarin promax lagi? Warna nya yg sage bagus, warna orange jg unik dan masih warna elegan ga terlalu norak/ngejreng menurutku",id,36,0,@Red_Wall77,2025-09-23T03:52:40Z
"apa karena 16 pro opticalnya 5x sedangkan di 17 pro opticalnya 4x ya? jdi untuk croppingan lbh baik yg optical 5x, walau katanya 17 pro udah 48mp yg bisa ngehasilin 8x lebih baik, tp ya marketing ttp marketing gasi?😅  Mirip kasusnya kayak s23 ultra ke s24 ultra yg turun opticalnya jdi 5x tapi katanya lbh bagus karena resolusinya 50mp wkwkwk",id,69,1,@zenithh-j4g,2025-09-23T03:52:21Z
"Aku masih setiap pengguna IP11, tapi sekarang kayaknya next bakal beli IP 17 deh 😅",id,27,0,@piuwsa5353,2025-09-23T03:49:09Z
Minta hpnya satu aja bang terserh mrek apa,id,13,0,@priyo532,2025-09-23T03:39:26Z
"gw ngakak pas denger ""bagi yang bilang 60hz iphone serasa 120 hz.."" wkwkwkw, masih adakah apple fanboy yang bilang gitu ?. Gw soalnya punya 2 iphone 2 android, layarnya ada yg 60 hz dan 120 hz. Beda jauh wkwkwkw, sama apaan? kacau tuh fanboy, segitunya ngebela, emangnya mereka pegawai apple?? wkwkwk",id,64,0,@afifnusada4712,2025-09-23T03:32:06Z
"kemarin ngeliat desas desus design 17 pro yg begini keliatan kurang bagus, akhirnya ambil 16 pro karena designnya cantik",id,13,0,@maulidaalf,2025-09-23T03:30:54Z
"Jawab dong plis. 
Ip kalo pake magsafe ngaruh nggak sih ke ketahan batreinnya, apa lama"" Tambah boros?",id,35,0,@Nariyasulistya,2025-09-23T03:23:16Z
"katanya awal dari kehancuran apple. baru launching sehari banyak masalh. kamera blkng ngembun, material mudah tergores dll. baca beritanya sih gitu",id,13,0,@ariscukup3524,2025-09-23T03:22:54Z
"Dari launching redmi note 10s sampe skrng masih, di pake may beli yang baru juga belum ada uang",id,35,0,@AhzaDanis-i3g,2025-09-23T03:12:28Z
Untuk masalah yang gampang tergores itu ad d bahas ga y?,id,22,0,@scargaming925,2025-09-23T03:10:47Z
Tanggung nanti nunggu iPhone 20 pro dikit lagi 3 lagi wkwkwkw,id,18,1,@syamnurwega,2025-09-23T03:06:15Z
Mahal 😂 dan gak greget😢,id,18,2,@WillyHariyanto-w6b,2025-09-23T03:05:35Z
"Kenapa ya setiap yang di keluarkan iphone kayak paling hebat dan baru pertama kali ada, kayak 120hz padahal udah paling lama banget tapi ketika android yang mengeluarkan kayak biasa aja tapi ketika iphone yang pakai heboh banget, bentar lagi soal Ai di samsung udah canggih banget hebat banget tapi ya di anggap biasa aja coba ntar iphone yang ada pasti heboh banget kayak satu-satunya di dunia",id,236,1,@riyansyah7606,2025-09-23T03:05:18Z
"lebih baik 17 besic or 16 plus guys, aku bingung bagus yang mana",id,31,1,@CRISTY-y8f,2025-09-23T03:04:49Z
21:47 kok 16pro digemgam tangan kanan kok langsung remuk ? 🤔🤔🤔,id,18,0,@samsuyadt,2025-09-23T03:03:24Z
"Pajak untuk 2 hp 8jt lebih.
Pastinya negara tempat tinggal bang david sangat sejahtera masyarakatnya. Pastinya lagi gak ada kemiskinan di negara sana 🎉🎉",id,35,0,@IkanTuna-n1n,2025-09-23T03:02:20Z
24:05 pengen beli vacuum dyson jadi nya...,id,18,0,@Hafizhyansyah,2025-09-23T02:56:54Z
jangan jangan tema lebaran tahun depan itu warna orange😄,id,17,0,@PelaMampang,2025-09-23T02:52:53Z
Gila pajak  nya baru dua hp aja gila pajak nya 😂😂😂,id,45,0,@Sanudin12-c7y,2025-09-23T02:48:48Z
"Indo paling maju masalah pajak,, tapi gak tau pembangunan nya… entah kapan berubah nya",id,49,0,@JohnsDandelionSound,2025-09-23T02:45:58Z
Bukan sage sage miskin gitu anjay 😂😂😂😂😂,id,12,0,@sanusi2005,2025-09-23T02:38:56Z
Design Oren iPhone 17 mengingatkan ku dengan design Google Pixel 4 OhSoOrange yg juga terlihat mewah kalau terkena sinar matahari,id,17,0,@gamingverse_01,2025-09-23T02:31:00Z
Mending 16pm atau 17 ya? Bingung mau buat kado ke istri,id,31,0,@harazdon,2025-09-23T02:30:55Z
Pakai aipon sekali doang yg aipon 6😂 gak tau lebih nyaman pake android,id,18,0,@bayufake3657,2025-09-23T02:28:33Z
Udah 120 hz dong  yg non pro,id,18,0,@Tejn-c6f,2025-09-23T02:21:22Z
Agak lain aja housingnya gitu agak berbeda warnanya dengan bodynya jadi keliatan ga menyatu😢,id,22,0,@nan4617,2025-09-23T02:10:45Z
Kaget anjir sama pajaknya 😭,id,12,0,@akunfake3414,2025-09-23T02:09:21Z
bagusan kamera 16 pro max menurut aku si klo desain ya masing” punya pilihan lah,id,13,0,@DesignMonster170,2025-09-23T02:08:34Z
"Ini pendapat saya, tapi kaya nya saya lebih senang color dan detail kamera 16 Pro 😅",id,44,0,@agunggrahakusuma,2025-09-23T02:06:30Z
"Gak mau membuat inovasi baru apa Apple, gitu2 aja harganya selangit lagi",id,40,0,@CinemaSpeed,2025-09-23T02:02:07Z
"Bang david kira kira untuk Handphone 2-2.5 juta  yang bagus, untuk gaming dan kamera apa ya?",id,39,0,@M.FakhriHuseinNatusion,2025-09-23T02:00:47Z
Gila makan pajak segitu gdenya ? Negara kok kesusahan pegawai mulu ya,id,18,0,@ajihidayat5212,2025-09-23T01:57:10Z
"Yang bilang 60hz iphone 16 itu sma kya 120hz denial banget, mamam tuh 120hz.",id,27,0,@apisfaresi3794,2025-09-23T01:53:06Z
"Bang mau tanya, Iphone bisa di cas gak? soalnya ga ada adabtor bawaan.",id,40,0,@Shorumobile789-e7o,2025-09-23T01:48:30Z
Yap bener untuk tahun ini ip 17 sudah cukup karena upgrade banyak banget gk. Kalah sama pro... N gak kayak tahun2 lalu yg biasa ya biasa aja... Sekarang mantep 17,id,66,0,@irwandevi7658,2025-09-23T01:45:54Z
"Nonton pake iPhone 13, siapa tau bisa upgrade nanti amin",id,22,2,@FirmanPmj,2025-09-23T01:36:34Z
Di london bnyk keluhan iPhone 17 cat ke klupas di body hp iPhone brrti jlk catnya gak melekat☹️,id,21,0,@starla5287,2025-09-23T01:29:31Z
Nanti aja kalau udah harga 5 juta -7 jutaan 3 sampe 5 tahun kedepan baru gw beli😂😂,id,22,0,@ptdau.oficial,2025-09-23T01:27:17Z
"Mau tanya dong, Iphone 16 pro belum 120 hz? Kok di website applenya tulisannya spek 16 pro udh 120 hz?",id,31,0,@joelevander27,2025-09-23T01:13:14Z
kok ada pajak? kan USA pajak ke indonesia kan 0%,id,22,0,@HawaGymIndonesia,2025-09-23T01:04:28Z
kak oot kakak ada konten yang bahas kenapa kamera depan jadi pink/purple screen gak?,id,40,0,@canuna97,2025-09-23T01:04:18Z
Gw bakal upgrade klo udah make titanium lagi🤪,id,18,0,@Kenzienet13,2025-09-23T00:57:08Z
Menurutku kalau tintanium emang panas,id,13,0,@Kampretid-i1q,2025-09-23T00:41:44Z
Mending buat umroh 30jutaan bro😢,id,13,0,@FUMIHIKO.4,2025-09-23T00:37:46Z
"Bang backsound lu enak banget, berasa kembali ke jaman symbian",id,13,0,@sahlan266,2025-09-23T00:30:01Z
"24:25 ""Apalagi teknologi yang orange? Pepaya"" ngakak bet😭😭",id,17,42,@aldifirman1920,2025-09-23T00:28:47Z
coba untuk foto 17pro mungkin beauty nya harus di off dulu,id,17,0,@hilmanajah80,2025-09-23T00:21:45Z
"Jualan ya jualan aja men, kan penting pas ngomong bisa pake alasan yang menarik dan baru meski pake istilah buatan sendiri 😂",id,36,0,@maarifsae_id,2025-09-23T00:18:52Z
"iPhone 17 base model boleh sih di beli, soalnya upgrade abis abisan 😂",id,13,0,@kimpuy3735,2025-09-23T00:18:30Z
"Bang bang situ udah megang IP 17 pro ,saya malah blm pernah ngerasain punya IP bang😢",id,17,0,@trikurniawanputra8589,2025-09-22T23:59:19Z
Gak tau kenapa 17 pro vibesnya prindavan banget yak warna plus design nya 🙏,id,40,0,@mwiedmgrinding5565,2025-09-22T23:44:51Z
"Warna orange khusus nya iPhone itu kesannya lebih ke varian baru yaa ...bukan terlihat ingin lebih elegan dari variasi yang sebelumnya,tapi mungkin Apple ingin memperkenalkan iPhone 17 pro mempunyai ciri khas khusus dgn warna yang berbeda ...",id,53,0,@TediKurniawan-c5m5q,2025-09-22T23:43:59Z
udah kebeli yang beneranya bang ..😂😂😂,id,18,0,@leonaprimitivetechnology,2025-09-22T23:38:53Z
Mungkin ijo sage nya terinspirasi dari warna daun sage yg berasal dari mediterania bang..,id,17,0,@SeptaCahyani-bz2qf,2025-09-22T23:32:11Z
Bang lain kali kalau Tes gaming main Minecraft pake shader yang mirip PC itu lahh,id,22,0,@FunRun-dw5qk,2025-09-22T23:30:54Z
"mana baru beli 16 lagi, eh keluar ini😂",id,22,0,@muhammadirfanzikrullah806,2025-09-22T23:27:02Z
"Tau kan saham e apple turun, ya cuma gimik marketing dan ga ada inovasi, 1.000T lebih turun",id,27,0,@puspanihaliatari,2025-09-22T23:23:24Z
fun fact bezel 17 series semua sama keliatan bezel di 16 pro tipis pake banget,id,17,0,@tayaaasy8007,2025-09-22T23:04:16Z
"Tampilan belakang nya Kurang menarik, lebih bagus iPhone 16 Pro Max, Terimakasih Sudah Review Oleh Gadgetin. Mantap",id,36,2,@King_Tian_Trader,2025-09-22T23:04:01Z
29:22  lah ini mah mainan dari bg Medy Renaldy 😂😂,id,13,1,@Sans_jax,2025-09-22T22:28:18Z
0:54 pajak yang dibayarkan untuk sumbangan hidup mewah pejabat indonesia😢,id,13,60,@ugasrgr,2025-09-22T22:26:54Z
Seneng pindah ke iPhone 17 pro soalnya lebih ke arah “tool” dr pada barang mewah.. sebenarnya generasi sebelumnya mau dibilang barang mewah juga aneh sih 😅 gengsi org indo aja yg ga ketolong..,id,48,0,@Jappjap,2025-09-22T22:26:38Z
Jadi pengen upgrade dari 14 pm ke 17 pro 😍,id,17,0,@hafizmuhammad9714,2025-09-22T22:06:07Z
"Nex HP 2 jutaan, yang cocok buat ngonten dan bisnis online dong bang..🙌🏻",id,36,1,@Ummah878,2025-09-22T21:26:01Z
"Nex HP 2 jutaan, yang cocok buat ngonten dan bisnis online dong bang..🙌🏻",id,36,1,@Ummah878,2025-09-22T21:25:48Z
"Nex HP 2 jutaan, yang cocok buat ngonten dan bisnis online dong bang..🙌🏻",id,36,1,@Ummah878,2025-09-22T21:25:39Z
"Nex HP 2 jutaan, yang cocok buat ngonten dan bisnis online dong bang..🙌🏻",id,36,1,@Ummah878,2025-09-22T21:25:30Z
"Nex HP 2 jutaan, yang cocok buat ngonten dan bisnis online dong bang..🙌🏻",id,36,1,@Ummah878,2025-09-22T21:25:19Z
"Nex HP 2 jutaan, yang cocok buat ngonten dan bisnis online dong bang..🙌🏻",id,36,1,@Ummah878,2025-09-22T21:25:10Z
"sorry apple, kali ini saya masih bertahan dulu aja di 16.",id,26,0,@agatzichannel9322,2025-09-22T21:25:03Z
"Nex HP 2 jutaan, yang cocok buat ngonten dan bisnis online dong bang..🙌🏻",id,36,1,@Ummah878,2025-09-22T21:24:51Z
Upgrade yg sebenarnya udah standar di HP flagship android lainnya. Apple kalo gak ada innovasi kaya jaman dulu lagi bakal di tinggalin usernya sih lama²,id,62,0,@nafi_mohammad,2025-09-22T21:11:01Z
"Bang review unihertz titan 2 dong, hp yg di gadang2 penerus bb itu 🖐🏻🖐🏻",id,22,0,@mezialghifari7896,2025-09-22T20:36:31Z
"Warnanya terlalu Gonjreng yg oranye😅..lebih bagus yg warna Perak atau biru pekat. Tapi apalah daya, Gak mampu beli,beli yg murah2 saja😅hehehe..",id,36,0,@Ojie-u8p,2025-09-22T20:33:39Z
Keknya wajib ngambil yang 17 basic nunggu pas rilis resmi nya deh 😊,id,27,0,@muhammadfaturrachman8327,2025-09-22T20:33:22Z
"Masih bertahan di 16 promax krn design 17 pro menurut pribadi sy mengingat kan hp midrage merk sebelah🤣
Wajar aja isunya kmrn awal rilis ip 17 merugi.",id,13,0,@LoveStory-wn6cj,2025-09-22T20:19:50Z
Bahkan warna orange Nokia N8 yang keluar 14 tahun lalu pun masih di copy paste. 😂,id,13,0,@crauser7350,2025-09-22T20:14:51Z
"Tadinya udah fix mau pilih orange, setelah nonton ini jd pengen silver😂, sharing dong yg udah pegang, bagus silver apa orange.",id,58,0,@RyeounFanpage,2025-09-22T19:52:43Z
