comment,language,confidence,likes,author,published_at
I love you Black pink 💗 🎉❤,en,18,0,@dragomirhristov2892,2025-10-13T14:21:04Z
My girlss proud of them!!!🎀,en,13,2,@Reenasharmasharma-g5e,2025-10-13T13:34:32Z
1:18 Jennie be like : Officer Earl Running,en,13,1,@The_Loser1,2025-10-13T13:06:17Z
Ahyeon and chiquita and Asa ❤❤❤❤ rap ahyeon danse Asa rap CHIQUITA ❤,en,18,1,@SiwarJawod,2025-10-13T12:26:33Z
"where is the ""blackpink in your area"" 😭",en,22,1,@HARU-sj1no,2025-10-13T12:24:50Z
"I MADE A ROCK VERSION OF THIS SONG, COME CHECK IT OUT!!!!!:❤❤",en,35,1,@BesideYouBand,2025-10-13T12:14:47Z
remembers me for the techno sound of the 90s. cool,en,35,1,@biglostboy,2025-10-13T11:53:22Z
LOVE LOVE LOVE,en,27,1,@Mana-g7p,2025-10-13T11:35:43Z
Me and Blackpink ❤❤,en,13,2,@chandrakarnadi3213,2025-10-13T11:20:10Z
So excited for their comeback in November 😊,en,12,2,@indianpearl4491,2025-10-13T11:01:19Z
Blackpink is just sensational DAMN,en,13,2,@Endemule,2025-10-13T10:20:16Z
Bro jisoo is using Google pixel phone imagine if samsung see this 😂,en,18,1,@ShawaizAliS2G,2025-10-13T09:45:45Z
Why Babymonster get so much new songs and Black Pink get not? This is unfair. 🥺 YG give so much energy to Babymonster and reject Black Pink.,en,53,1,@Leonaliaverse,2025-10-13T09:22:32Z
THIS IS REAL MUSIC THAT'S WAY BETTER THAN GOLDEN NGL,en,31,2,@blackpinktallyph,2025-10-13T09:10:09Z
WE BUMPIN' THAT TO BLACKPINK.,en,13,0,@blackpinktallyph,2025-10-13T08:40:32Z
Jump is that SONG,en,22,1,@blackpink4-i9y,2025-10-13T07:34:40Z
Let’s go for the 300m,en,13,3,@blackpink4-i9y,2025-10-13T07:33:30Z
l love Blackpinkkk my bias is JEnnieeee,en,22,0,@ORXANİSAYEV-h4g3p,2025-10-13T07:29:07Z
Mi hijo de 3 años y yo amamos esta canción 🩷🖤,es,50,0,@EmilyPérezGonzález-h6g,2025-10-23T22:30:15Z
"superrrrrrrr buena canción , odiaba el pop asta oírlas",es,29,1,@ValeriaCarbo-v4f,2025-10-23T18:31:30Z
Blackpink  me love jump     et jé atte pour  2026 et 2027,es,14,0,@lilimaybiendine3061,2025-10-23T15:54:25Z
"😍😍😍😍 Black pin, je suis fan de vous  et j'aime beaucoup depuis que j'ai 5 ans, j'écoute vos musiques et je suis trop fan de vous😍😍😍😍🖤💖.",es,37,1,@OriaSousaFerreira,2025-10-23T12:01:29Z
estas blackpnk o apt estas yo feliz ellos estas no ellos mexico jajaj yo estas mexico no 2024 estas  mexico si hoy no por que yo ver blackpnk yo voy eso yo estas si mexico no,es,87,2,@joseantonioalvarez5591,2025-10-22T19:49:19Z
mi blackpnk yo estas si,es,17,0,@joseantonioalvarez5591,2025-10-22T19:46:26Z
Amo essa música,es,19,0,@lilackpop,2025-10-22T18:34:09Z
"Szkoda mi was że jesteście zmuszani przez swoich producentów, i tylko przez wasze ładne buźki",es,14,0,@dr.dreyfus1985,2025-10-22T18:24:16Z
los amores de mi vida,es,13,1,@anonimos-c5z,2025-10-22T15:02:15Z
Blakpink tiene 249M de vistas no miles si no que millones,es,45,1,@ElenaPerez-ev9ld,2025-10-22T14:16:30Z
Tu  eres muy especial eres la mejor enlo que cantSa eres muy especial,es,34,0,@VíctorCerda-x9u,2025-10-22T08:34:28Z
VUELVEN A SONAR SUS VICES DE 4,es,13,1,@carloshernanlagosmora443,2025-10-22T01:41:18Z
Hermoso son laas vip me encanta en algo que es en lima perú es yo soy y voy a participar en yo soy Kids y las voy a imitar,es,81,2,@mariachacon3955,2025-10-21T23:51:05Z
sincera mente me dio asco lo de la boca y los oidos,es,30,0,@Lia_sistay,2025-10-21T21:45:11Z
"Me encanta esta canción, es una de mis favoritas de echo me encanta blackpink y se que nadie os puede superar con este regreso, sois mis reinas y las reinas del k-pop, mucho animo!!!",es,97,2,@Yirisita22,2025-10-21T20:50:02Z
Se parece a la canción de espice girl,es,36,1,@saras9132,2025-10-21T20:13:21Z
Me enamoré de la coreana  de astado frente min 1:51,es,41,0,@Danieladelellon,2025-10-21T14:52:49Z
HAY QUE HACER STREAM Q JUMP!,es,13,1,@mariajosemartinezaguera813,2025-10-21T09:24:33Z
Nosé pero este tema me suena para el mundial,es,36,1,@russianvofficial4208,2025-10-21T04:10:58Z
"Me encanta el video, es refrescante a todo lo que venían haciendo. <3",es,58,1,@Anat2000-z1q,2025-10-21T01:58:30Z
Nuestras ARG-POP criadas a mate y torta fritas con ganas de devorar el continente mooooor,es,35,1,@lucasperalta1046,2025-10-20T16:48:41Z
Est ce que quelqu'un sait comment écrire un message à blackpink SVP !!! 😢,es,27,0,@Jmjafamilyhuli-m6g,2025-10-20T13:06:14Z
Todo bien pero la parte donde todos están cantando da risa,es,36,0,@DanishaOvgllgs,2025-10-20T02:08:24Z
Yo las conoci por du-dudu en 2018😭🙌 (nose como se llama la musica pero se llamaba asi),es,37,0,@조유리_미아우,2025-10-20T01:58:41Z
Alguien del 19 de octubre de 2025?,es,27,2,@SofíaRenataRodríguez,2025-10-20T00:52:08Z
Está bien rara parece mi salón todo raro que se ponen chaquetas bien grande y se pone el pantalón hasta las nalgas wey,es,81,0,@TsadeCervantes,2025-10-19T23:20:36Z
Hagamos stream para que alcancen los 500M de vistas ❤🎉,es,27,1,@2DMYLIFEE,2025-10-19T03:44:31Z
Me encanta la cancion😢,es,17,0,@VanessaCortes-c3c,2025-10-18T23:53:40Z
No me escriba en coreano porque no soy de Corea soy venezolana jajaja,es,35,0,@GiannyTorres-e8y,2025-10-18T20:27:12Z
En su poste de todas 😱😱😱😨😨😨,es,13,1,@LauraBenitez-q7r,2025-10-18T19:18:36Z
Por qué jisso está vestida de Merlina???😨😨😨😱😱😱,es,33,1,@LauraBenitez-q7r,2025-10-18T19:18:09Z
Oigan primera vez que escucho esa canción y ya me gustó,es,37,7,@agustinagonzalez4764,2025-10-18T17:23:52Z
"Ya se descontrolo, es mas satanico, el videoclip es lo mismo q bad bony. Nada q ver",es,44,0,@wendimendieta7871,2025-10-18T16:08:34Z
Aguante la música de blackpink,es,28,1,@Blinkporsiempreeee,2025-10-18T08:00:50Z
Jump melhor música de 2025,es,19,0,@miguxz_0,2025-10-17T23:42:59Z
"Te amo BLACKPINK, yo quiero conocerte en vida real, pero no puedo, mamá dice que eso es suma cosa, pero yo las amo y mi amiga también, pues mis dos, entonces te mando un beso",es,105,0,@karenjohannajimenezmelo8991,2025-10-17T23:40:27Z
La de negro 🫦🫦🫦🖤🩷,es,18,0,@white_sweets20,2025-10-17T22:55:02Z
Entonces fue de aquí que salió la canción de la Sister Hong,es,75,2,@TrabajoOficina-c1j,2025-10-17T18:12:31Z
No sou just no vou da tiro fuca del no to com el no    some fakes del no ant mato el,es,81,1,@LindamarMartinsdaSilva,2025-10-17T16:42:23Z
Müzik güzel ama bence danslar saçma😅😅😅🩷🖤,es,20,1,@kiraztv8909,2025-10-17T15:45:07Z
"Que pense les BLACKPINK des insultes personnelles sur le web a des millions d'exemplaires qui concerne ma maladie pour laquelle je vais être hospitalisé a vie , que pense Rosé qui a connu Une maladie grave que pense Lisa 
 Jenny qui a accueilli Ruka  et Jisoo qui a aidé a'la production d'images et au piratage des lignes informatiques 
Pas d'avis juste une réflexion  c'est seulement penser cela va de soi ,en un mot le sentiment face a inhumain pas d'avis pasde,mot  simplement réfléchir à ce processus de pensée Ne réagissez pas je vous,le demande la pensée de Rosé et Lisa importent Merci à vous de votre compréhension",es,227,4,@Jean-philippe-g3w,2025-10-17T11:03:55Z
Alguien que able español,es,19,0,@IvannaAlarcon-m3j,2025-10-17T02:57:16Z
esta cansion es la mejor,es,31,0,@samuelpadillalopez9524,2025-10-17T00:35:32Z
La peor canción del mundo,es,28,0,@ValentinaAntonella-j5b,2025-10-16T22:39:02Z
Soy blink y me encanta esta música🖤🩷,es,27,0,@ShelbyServin,2025-10-16T18:35:10Z
"Solo vengo a decir que no soy fan del kpop, solo escucho alguna que otra canción pero mi cantante favorito (ZAYN) colaboro con jisoo y ahora me está gustando jajaja esta preciosa y sus canciones 100/10",es,106,3,@Dreamsofmarie,2025-10-16T15:59:31Z
epico a repetirlo 1000 veces mas 😅😅,es,13,2,@nicogg8279,2025-10-16T00:02:01Z
Es ree linda la cancion la amo❤❤,es,44,1,@LudmilaPinto-m3w,2025-10-15T20:33:47Z
Amo.esta.cancion❤❤❤🎉🎉🎉,es,22,1,@LuzdellyMosqueratunubula,2025-10-15T15:01:19Z
Bosss que tema por un momento me sentí en un rave jsj,es,39,0,@didierhurtado687,2025-10-15T05:52:07Z
Türk blinkler ses çıkarın hadi kızlar geri dönüş yaptılar,es,20,5,@manifestimmm4545,2025-10-15T05:11:35Z
Me duele que no allá empezado en Blackpink and you área,es,46,2,@RosaReyes-f5w,2025-10-15T05:06:54Z
"muy loco , bengo de mexico🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃🙃😋😘😘😘",es,13,4,@LiaEkArteaga,2025-10-15T04:36:36Z
"Mis niñas hermosas las amo!!! ❤❤❤❤, como siempre rompiendola y triunfando!!!",es,27,5,@enriquealda6445,2025-10-15T03:39:38Z
Blackpik ❤❤❤ a que te refieres en,es,21,0,@estilovidaferancho,2025-10-15T02:29:57Z
😊  T JURO QUE NO ME GUSTA,es,22,0,@loretorojas4893,2025-10-14T22:30:35Z
esta música no justa es la peor,es,46,0,@JoseManuelMendietaDiaz,2025-10-14T17:40:19Z
Jump mi canción favorita Blink por siempre las quiero Blackpink,es,18,4,@NoemiCruz-i2w,2025-10-14T17:33:57Z
"2:24 -> uçuyorlar bunlar len çok güzel çekmişsiniz ben türküm ve 6 senedir blinkim❤❤❤❤❤(영상을 아주 잘 찍어주셨어요, 저도 터키인이고 6년 동안 깜빡였어요, 터키인들은 당신을 정말 사랑해요, 블랙핑크❤❤❤)",es,30,0,@JENLİSA-g3s,2025-10-14T16:25:35Z
Ojalá blackpink viniera a Costa Rica,es,14,1,@KarenVillanueva-m3s,2025-10-14T14:22:03Z
"¿Cuántos efectos quieres?, BP: Sí... hahahah🤣",es,30,0,@solraC___,2025-10-14T13:19:12Z
"No conocía este grupo, un día por casualidad escuche parte de esta canción en la radio y me llamó la atención. Busqué y  ahora no puedo parar de escucharla, buenísima!",es,157,1,@yaizascarlet1960,2025-10-14T09:58:27Z
Te amo jisoo.,es,13,1,@sharonirais,2025-10-14T02:11:20Z
Primo dónde estás,es,20,0,@xxxtentation-v5y4d,2025-10-13T23:59:21Z
No se qué decir,es,23,0,@xxxtentation-v5y4d,2025-10-13T23:59:00Z
"Ya lo escuché, ya borrenlo.",es,14,1,@user-qz7bo1ss7r,2025-10-13T21:32:35Z
Me encanta lisa su parte es adictiva 💞,es,13,1,@JuanSerna-z1h,2025-10-13T18:46:51Z
Que es está mierda ? 😐😐😐😐,es,28,0,@luisalexander7614,2025-10-13T18:34:19Z
Ya nueve años desde cuando si ayer sacaron boombayah 😢,es,23,1,@Adriana-c1m1q,2025-10-13T18:22:52Z
Como pasa el tiempo.,es,13,0,@Adriana-c1m1q,2025-10-13T18:21:50Z
Las amoooooooooooooo lisa es mi favorita,es,13,1,@TomyRobles-u9k,2025-10-13T14:42:21Z
Blackpink é muito  topp amo a jennie,es,23,1,@JackelineJak-x8d,2025-10-13T13:06:29Z
"LA PAREJA PERFECTA PARA MI 😍 LOS DOS QUE MAS GUAPOS SE ME HACEN DE CADA AGRUPACIÓN, SIMPLEMENTE ME ENCANTA 👌",es,71,1,@cinthiagarcia6850,2025-10-13T12:19:05Z
La mejor canción,es,23,0,@rominamoreno145,2025-10-12T23:18:24Z
Me encanta no puedo olvidar la canción en el concierto,es,45,0,@sarakalejandramunozayala3699,2025-10-12T22:57:16Z
Aunque ninguno pueda superar al original es increíble lo que han hecho con este cover!!!! ❤❤❤,es,41,0,@kikearroyo5177,2025-10-12T14:05:36Z
"Lütfen yayınlanacak albüm EP değil, full olsun 😓",es,20,1,@luv2ur,2025-10-12T10:39:42Z
NO blackpink i love you plss jisoo jennie rosé lisa,es,19,0,@InesAbdelli-d3i,2025-10-12T09:15:50Z
Ame con locura el mv,es,18,0,@GertrudisSalas,2025-10-12T04:02:34Z
"Cuál integrante te gusta 🤔
Jisoo like 
Rose subscríbete 
Lisa compartes 
Jennie comentas",es,24,2,@terriuca,2025-10-12T02:07:34Z
"Blackpink no es solo una canción,sino una revolución para el K-pop y el poder femenino (sorry hombres Pero también los hombres xd)",es,87,0,@iarabarrionuevo6253,2025-10-11T20:43:41Z
Nos quedamos con los de las cosas para la casa del tío que me había avisado ayer en qué horario se fue y que se le hizo de comer al niño en su cuarto pero se,es,144,1,@karlaramirez9056,2025-10-11T19:42:50Z
Me encanta el ritmo 🖤🩷🖤🩷,es,13,0,@DlJmz-p2t,2025-10-11T17:48:45Z
7 años les toco hacer una cancion xD,es,14,0,@mauriciogonzalezts,2025-10-11T17:47:00Z
Yen a une elle ressemble a la fille de squid game,es,26,1,@saida3588,2025-10-11T13:35:10Z
"ho appena finito la blackpink house e ora mi rendo conto di quanto sono cambiate e mi mancano il loro stile di vita insieme e i loro viaggi , ora mi sembrano piu separate e questo mi rattrista molto perhe le ho sempre adorate e ora sembrano sempre piu distanti . Pero quando le vedo insieme mi scappa sempre un sorriso e penso a tutto quello che hanno fatto insieme ,e a volte purtroppo penso che tutto ha un inizio e una fine , non so perche penso a questo e non penso che ora sono sempre unite .Ma la mia mente  immagina cose che magari non accaderanno mai e poi  mi cade sempre qualche lacrima .
tutti i viaggi e le esperienze che avete fatto le ho amate vi prego non separatevi mai , mi manca vedervi in un viaggio insieme e sorridenti , vi amo ❤❤💗💗🥲🥲😓😓",es,83,2,@SilviaToti-gs3ij,2025-10-11T13:28:26Z
Que padre es esa  cancion de jump,es,31,0,@ValeriaRodríguez-n2s,2025-10-11T04:18:27Z
Antes no me gustaba ahora lo amo (k-pop)  solo jump,es,30,0,@amparobenavideshoyos-2214,2025-10-11T03:11:35Z
Vamos por los 6 millones de likes,es,13,2,@BLACKPINK90900,2025-10-11T02:50:44Z
Hola yo soy de México las amo mucho❤❤,es,32,0,@GerardoHilario-f1d,2025-10-11T01:32:02Z
"El peinado de Rosie es tan lindo,le queda bello ❤",es,27,0,@sofiaoviedo2780,2025-10-10T23:23:40Z
"Esta canción alegra el dia
❤❤❤❤😊😊😊😊😊",es,28,0,@hiltonascon8973,2025-10-10T21:00:50Z
Amo a misss patronas diosasss divasss,es,13,0,@ivanarearte6566,2025-10-10T17:31:30Z
Kája bleckpink dududu Kája somenthing just like ist Coldplay 🖐️,es,20,0,@KarelKukla-p7n,2025-10-10T16:53:21Z
BLACKPİNK JUMP 300 MİLLİON?(TÜRKÜM),es,24,3,@JENNSİERS,2025-10-10T15:44:54Z
Extraño a blackpink,es,14,0,@asleyanchundia3042,2025-10-10T15:08:28Z
En un cumplido mi camida favorita es la empanada,es,30,2,@nataliacastanolledo6417,2025-10-10T15:04:01Z
Cada vez que escucho jum me dan ganas de comer enpanadilla que una empanada 🥟 y me da la sensación de que uele ha enpanadilla,es,76,2,@nataliacastanolledo6417,2025-10-10T15:03:23Z
Ella tan bonita se escucha mucho la diferencia de su inglés eres perfecta jiso,es,32,0,@carloslopezlopez8531,2025-10-10T14:35:00Z
Pongan corazon🖤🩷 si aman a blackpink,es,13,2,@barbijisoo,2025-10-10T12:27:22Z
"OMG, ESTÁ BRUTAL LA CANCIÓN, EL VÍDEO Y JISOO ES TODO LO QUE ESTÁ BIEN !! 🥹😍😍",es,97,0,@WandaSilvaJimenez-zs5jg,2025-10-10T11:47:30Z
La que tiene fleco se me hace guapísima 😳,es,36,1,@JuanSerna-z1h,2025-10-10T07:13:25Z
"Que hermosa canción ❤
Hace mucho que no escuchaba algo así 🥺La combinación de sus voces Woow💗",es,84,14,@PaulinaSanchezcampos,2025-10-10T06:35:30Z
Dos de los integrantes de las bandas más legendarias e influyentes de este siglo lograron juntar a dos de los fandoms más grandes capaces de romper el internet y sacudir toda la industria,es,91,4,@SebastianHermosilloolvera,2025-10-10T05:42:11Z
"Ayyyy me encanto, y jisoo se ve hernisisima ❤❤❤❤",es,12,1,@taniamos10,2025-10-10T04:38:41Z
Alguien después de eyes closed?,es,19,4,@a_sooyaaa,2025-10-10T04:16:06Z
Tan solo tengo 10 años y me encanta blakpink,es,22,0,@claudiapinon6294,2025-10-10T03:31:34Z
llegue por princesa alba y el programa fiebre de baile chile,es,26,1,@Panchoconglamourofficial,2025-10-10T00:57:42Z
Soy yo o blackpink las están hackeando porque ayer tenían 338 y ahora tienen 236???,es,28,1,@victoria-h9o4w,2025-10-09T12:48:00Z
Burası en güzel 2:59,es,14,0,@MeryemKorkmaz-b7v7m,2025-10-09T12:47:03Z
Mola¡¡¡,es,30,0,@KAZLUK,2025-10-09T10:00:31Z
Son las mismas?? No reconozco a ninguna 😅,es,13,0,@gatajungla,2025-10-09T05:27:47Z
por favor mas cuidado con los movimientos chicos cuiden sus cuellos,es,22,4,@XRodrigoX76,2025-10-09T02:18:46Z
por blink deje de ser fan de este grupo,es,22,1,@MARIELSEMORILE,2025-10-08T23:15:02Z
Muy bonita la canción,es,23,1,@Gilberto-y8x,2025-10-08T21:50:19Z
Blinks apoyemos a Jisoo y hagamos la canción viral para que podamos conseguir muchis streams y visualizaciones. Tenemos que conseguir que todas las pinks tengan 1B en una canción en youtube y en SPOTIFY. Falta Jisoo así que hagamos a la canción viral.,es,135,0,@ramia.bpbts5,2025-10-08T17:50:14Z
"pobre gente, despues les va a doler la cabesa🤣",es,13,0,@AnaSofiaAguilarGuevara,2025-10-08T16:25:58Z
"Está canción la escuche en vivo el viernes, cuando fue invitada de haash en Querétaro y me encantó ❤😊",es,87,1,@IsabelOlvera-ux4so,2025-10-08T06:06:53Z
Me quedé dormido a medio vídeo,es,28,0,@brandonhernandezadame8570,2025-10-08T02:30:54Z
❤❤❤❤🎉🎉🎉🎉 que hermoso gracias x tanto 🥰,es,13,1,@vivianafloresmedina-z7g,2025-10-08T01:40:23Z
"*ACABA EL VIDEO* YO: NOOO 😭😭😭😭😭💔💔💔💔 
DE VERDAD NO QUIEROVESPERAR HASTA NOVIEMBRE PARA EL NUEVO COMEBACK😞😞😞😞💔💔💔💔💔",es,49,0,@Chayote-Sanashy,2025-10-07T18:08:17Z
La fin m’a tuer 😂,es,13,0,@AbduBou-gw5kd,2025-10-07T17:37:02Z
Felicitaciones🎉 son lo maximo las amo❤,es,13,0,@Mykeilaramireztorres,2025-10-07T16:41:05Z
TEAM DELFÍN FOREVER ME APRENDÍ LA COREOOO⚡✨🔥💙,es,33,0,@Beak-Yumiko,2025-10-07T14:12:31Z
"Si la guitarra fuera mujer, ya se hubiera venido de tremenda tocada que le dio, (talentazo por cierto)",es,44,0,@josuejose437,2025-10-07T03:32:30Z
Pobre misuki💔 giyu no merece esa mrd-🗣🔥‼️ (se parece al lore de shiori mi oc q fue @bu@d@ cerezualmente por su vecino y a su hermanastra (nadie la adopto se encontraron con urokodaki y allí se conocieron) q fue @bu@d@ por su papá cada noche mientras esta dormia y al otro,es,105,0,@面包孔卡菲,2025-10-07T01:21:01Z
Porque no graban un vídeo con Mr Beast?,es,32,0,@rxxxxyl,2025-10-06T20:51:42Z
Blinks apoyemos a Jisoo y hagamos la canción viral para que podamos conseguir muchis streams y visualizaciones. Tenemos que conseguir que todas las pinks tengan 1B en una canción en youtube y en SPOTIFY. Falta Jisoo así que hagamos a la canción viral.,es,135,1,@ramia.bpbts5,2025-10-06T19:20:06Z
Türküm ama gerçekten konserinize gitmek isterdim Güney Korea ÇOOOOK uzakta...,es,30,2,@ece-o1x,2025-10-06T18:34:45Z
"LAS AMO, VAMOS POR 300M BLINK, LAS CHICAS SE LO MERECEN",es,21,1,@deysyteran5503,2025-10-06T16:14:20Z
Blackpink cuando van a Aser un consert en ecuador,es,16,0,@reneencaladadiaz8424,2025-10-06T14:36:31Z
Eu amo muito os blackpinks inclusive a Jennie 😘,es,17,1,@NathallyaSthefany,2025-10-06T14:04:33Z
AMO A BLACPINK!!!,es,13,1,@emiii-x9v,2025-10-06T13:27:43Z
Yo en 6 de octubre escuchando este temazo,es,17,2,@SophiaCarranza-gx8xz,2025-10-06T06:55:26Z
Aun no supero square one y me salen con esto 😏Jijiji,es,26,1,@SophiaCarranza-gx8xz,2025-10-06T06:54:58Z
De todo un poco de idiomas aca😅,es,31,0,@Pipi_1parcerita1,2025-10-06T03:44:44Z
Felicidades!! Encontraste un comentario en español 😁,es,18,0,@wasaaaaaaaaaaa-v1s,2025-10-06T02:48:18Z
"Wuuu que linda canción 
❤ Blackpink",es,23,0,@lorenamarandola597,2025-10-06T01:57:39Z
Canta una canción o no sí sí o no decides,es,48,0,@Yasmin-p5g5p,2025-10-06T01:24:29Z
Mejores en cantar pero hay algo que me hace mucho reír😂,es,35,0,@Yasmin-p5g5p,2025-10-06T01:24:00Z
La mejor canción,es,23,2,@LuisQuintero-zp4hh,2025-10-06T01:20:07Z
Video del año madre,es,19,1,@abnergabino5419,2025-10-05T23:40:15Z
"bravo à ces jeunes chanteuses extraordinaires, DU TELENT, DE LA BEAUTE Un groupe de KPOP que j'adore😍😍😍😍",es,40,2,@Katy-bh9hn,2025-10-05T22:30:48Z
No dejemos el stream blinks!!,es,18,1,@Happy_bubble_jaidly,2025-10-05T21:56:21Z
sigo aca con esta joyita,es,18,4,@anonimos-c5z,2025-10-05T21:24:20Z
Van a llegar al 1b de suscriptores,es,13,1,@yera_ww7,2025-10-05T20:00:46Z
hola rose a mi me gusta todas tus musicas yo soy tu fan,es,20,3,@solorubi808,2025-10-05T18:30:04Z
JAJAJA OIGAN SE ACUERDAN QUE HABIAN COMO 737474838377474849M DE BLINKS MADRUGANDO PARA EL LANZAMIENTO???,es,44,0,@anaramos7581,2025-10-05T13:20:36Z
Blackpink en todas las áreas del mundo ❤,es,23,1,@DiegoLuza-f9m,2025-10-05T04:15:30Z
BLANKPINKK dice mi prima q son horribles y no cantan bien,es,21,1,@3839mefaltaunamoneda,2025-10-05T03:50:42Z
Hermosa canción ❤❤,es,19,2,@humbertomolina3342,2025-10-04T23:36:12Z
Blackpink  es mejor,es,13,1,@mariadelcarmengomez1899,2025-10-04T21:40:47Z
Spotify es mejor que YouTube digo yop,es,22,2,@HombreBlink,2025-10-04T20:49:26Z
"Vamos por los 6 mill. de likes!! 

Viva BLACKPINK, Viva los GGs, muerte y disband a los grupos mixtos.",es,21,1,@GG-Multifandommix-grouphater,2025-10-04T20:38:51Z
Blak Pink dejen de aser estas música de miedo,es,28,0,@adrianasalgado6971,2025-10-04T20:29:55Z
Enfoqué en Spotify,es,14,3,@HombreBlink,2025-10-04T18:43:39Z
Espero que salga otra canción de las pinks,es,28,1,@Feliquinta-k9x,2025-10-04T16:00:54Z
La chaqueta de Rose se párese a la de rumi de k pop demon HUNTERS 1:41,es,63,2,@JuanGrillopapa,2025-10-04T15:51:43Z
Meilleure chanson de l année ❤,es,19,3,@BertrandGelly,2025-10-04T13:10:41Z
Please m'y fan. come réunion please,es,14,0,@NoaSalem-l4z,2025-10-04T08:35:57Z
No shade but ts beyond a$$,es,13,1,@quinfable5858,2025-10-04T04:48:12Z
alguien de México???,es,19,1,@Kelly-t7u4v,2025-10-04T04:36:34Z
"Blackpink iré a vuestro concierto este 2025 estoy muy emocionada ,soy vuestra faaaaaan❤❤🎉🎉🎉",es,18,0,@FranciscoJavierHidalgoSegura,2025-10-03T19:10:43Z
Blackpink es el grupo máa hermoso del k-pop,es,41,1,@LizbethNahomiLopezHerrera,2025-10-03T16:32:31Z
❤😂🎉Timothée Hal Chalamet 27.12.1995-Kylie Kristen Jenner 10.08.1997-Timothée Hal Chalamet 27.12.1995-Jaydee Washington 28.07.1984-Timothée Hal Chalamet 27.12.1995-Kylie Kristen Jenner 10.08.1997-Timothée Hal Chalamet 27.12.1995-Jaydee Washington 28.07.1984-Timothée Hal Chalamet 27.12.1995-Kylie Kristen Jenner 10.08.1997-Timothée Hal Chalamet 27.12.1995❤😂🎉,es,60,1,@Maxa-sv7xu,2025-10-03T15:26:47Z
YA CASI!! 100M de blinks en todo Youtube,es,22,0,@Sofia-j6u6d,2025-10-03T13:27:26Z
sin dudas es el mejor tema de black Pink felicitaciones al grupo de kpop más grande del mundo ❤,es,59,0,@FernandoGill-r2n,2025-10-03T13:15:42Z
Primera cancion en la que sale Jisoo en la portada😍,es,39,0,@AishaM-n8l,2025-10-03T13:09:02Z
Ya quiero q salga el álbum ya,es,19,2,@FernandaAnchahua,2025-10-03T05:46:04Z
TEK TÜRK BEN MİYİMM,es,14,1,@JENNİEfan-897,2025-10-03T05:33:40Z
la de camiseta gris es de la canción apt,es,55,3,@cesarrenteria3971,2025-10-03T03:13:22Z
Pa cuando 6M de likes?,es,13,2,@HombreBlink,2025-10-03T00:31:56Z
BLACKPINCK TE AMO CON TODA MI VIDAAAA SALUDOS DESDE ARGENTINA🗣🔥🔥💗💗,es,26,2,@AlejandraAballay-g5n,2025-10-02T21:51:32Z
STREAM A LIKE JENNIE EN SPOTIFY PARA QUE SEA LA CANCIÓN DE K-POP CON MÁS REPRODUCCIONES EN 2025❗️❗️❗️,es,77,3,@juliriveravofc,2025-10-02T21:03:02Z
sonunda blackpınk  döndüüüü  uaaaaaaaaaaaa,es,40,6,@ÖyküGeçer-e6z,2025-10-02T19:38:48Z
Videoklip se mi nelíbí ale jako ta písnička ujde,es,38,1,@vikikralova2060,2025-10-02T07:58:05Z
y está kakotamalhecha,es,14,1,@cesarperez9037,2025-10-02T05:31:43Z
Naa no me digas que esto es blak pinck me da bomito por la cancionbdisculpen pero pence que era mejor xd😅,es,65,1,@AngeladrielRuizsedeño,2025-10-02T05:17:34Z
Blackpink es el mejor grupo del k-pop y hace buena música❤❤❤❤😊😊😊🎉🎉,es,45,2,@LizbethNahomiLopezHerrera,2025-10-02T03:08:07Z
Dios mío! Buenísimo! 😍😍😍 Viva Venezuela!,es,20,3,@LeahValentina618,2025-10-01T20:18:02Z
"JISOO REPRESENTA LA MARIPOSA MONARCA, EL CONTROL DE LA MENTE 0:10


LA MUJER ASIÁTICA REPRESENTA A LOS FANS SIENDO CONTROLADOS MENTALMENTE 0:36


LAS PERSONAS REPRESENTAN A LOS FANS SIENDO CONTROLADOS MENTALMENTE 
0:44

LAS LINEAS ROSAS REPRESENTAN EL HILO QUE CONECTA CON SUS FANS PARA CONTROLARLOS  0:57


ESAS PERSONAS SON LOS FANS SIENDO MANIPULADOS MENTALMENTE POR BLACKPINK 1:00


ESAS PERSONAS SON LOS FANS YA CONTROLADOS MENTALMENTE ALABANDO A BLACKPINK  1:25 


JENNIE HACE UN MOVIMIENTO Y TÚ COMO SU MARIONETA HACES LO MISMO QUE ELLA  1:31


2:00 TÚ SIENDO MANIPULADO MENTALMENTE COMO EL TÍTERE QUE ERES 🫵🏻



USTEDES CONTROLADOS COMPLETAMENTE 2:55",es,184,2,@minji-l3b,2025-10-01T17:17:32Z
J'ai vu à la radio sur fun radio et nrj hits à la télé les blackpink ! ❤❤❤❤❤❤,es,38,0,@charlesderret2010,2025-10-01T14:56:48Z
Jump es de lo mejo,es,22,3,@Slaminnie,2025-10-01T04:03:20Z
Es tan adictiva que la escucho todo el día,es,55,3,@Slaminnie,2025-10-01T04:01:38Z
No puedo parar de escucharla,es,18,4,@AnaLopez-l9u,2025-10-01T03:54:31Z
Con esta canción ya hay una fan más de blakpink ❤❤❤❤,es,51,5,@AnaLopez-l9u,2025-10-01T03:53:55Z
